Book Name,Book URL,Book Genre,Book Image,Book Author,Book Rating,Book Tags,Book Language,Description,Book Slug,Book Chapters,Novel Status,thumbnail,novelLink
Emperor of Solo Play,https://www.novelupdates.com/series/emperor-of-solo-play/,Action:Adventure:Comedy:Sci-fi,https://cdn.novelupdates.com/images/2020/07/f45c9487cea827721c6def97a3650114.jpg,D-Dart,(3.8 / 5.0 832 votes),"Accelerated Growth,Betrayal,Cunning Protagonist,Determined Protagonist,Game Ranking System,Hard-Working Protagonist,Loner Protagonist,Male Protagonist,Money Grubber,Multiple POV,Overpowered Protagonist,Previous Life Talent,Second Chance,Strong to Stronger,Time Skip,Virtual Reality",Korean,"Year 2035. The virtual reality game Warlord changed the world. An Jaehyun was one of the many who wished to change his life through the game. After dedicating his life to the game he was met with a betrayal. A betrayal by his comrades. As a result he lost everything. But a chance was given to him. A chance to redo everything again! “I won’t play with others ever again. Whatever the outcome I’ll show that I can do it alone.” Others rolled a dice to split the spoils of victory. An Jaehyun ate it all by himself. It was the start of An Jaehyun’s solo game life.
",emperor-of-solo-play, 33 Chapters,Completed,https://cdn.novelupdates.com/imgmid/series_5708.jpg,https://wuxiaworld.site/novel/emperor-of-solo-play/
The Wizard World,https://www.novelupdates.com/series/the-wizard-world/,Action:Adventure:Fantasy:Harem:Mature:Tragedy,https://cdn.novelupdates.com/images/2017/03/The-Wizard-World.jpg,Get Lost,(3.8 / 5.0 472 votes),"Academy,Antihero Protagonist,Average-looking Protagonist,Bloodlines,Cousins,Curses,Death of Loved Ones,Depictions of Cruelty,Enemies Become Allies,Evil Protagonist,Game Elements,Ghosts,Human Experimentation,Maids,Master-Disciple Relationship,Monsters,Nobles,Pregnancy,R*pe,S*aves,Spirit Advisor,Strength-based Social Hierarchy,Transmigration,Weak to Strong,World Hopping",Chinese,"Ye Song who once lived in a technologically-advanced world died and reincarnated into a noble teenager’s body in another world.
A fantasy world filled with magic! 
A series of events filled with tragedy action etc. began to unfold one after the other when he fatefully encountered one of the most guarded secrets of this world obtaining the legendary power of Wizards. 
Watch how he reaches unreachable heights as a powerful Wizard in this new world. 
",the-wizard-world, 510 Chapters,Completed,https://cdn.novelupdates.com/imgmid/series_10449.jpg,https://wuxiaworld.site/novel/the-wizard-world-webnovel/
Becoming the Villain’s Family,https://www.novelupdates.com/series/becoming-the-villains-family/,Drama:Fantasy:Historical:Josei:Romance,https://cdn.novelupdates.com/images/2020/08/Becoming-the-Villains-Family.jpg,설이수,(4.4 / 5.0 75 votes),"Aristocracy,Charming Protagonist,Contracts,Doting Love Interests,European Ambience,Fantasy Creatures,Handsome Male Lead,Medieval,Nobles,Second Chance,Villainess Noble Girls",Korean,"Sirens: a name derived from an ancient creature used to describe those who could charm lure control and heal others by singing.
Subjected to live the life of a siren Aria had experienced seen and heard many horrific things. Broken beyond repair Aria resigned herself to death when suddenly…
The Grand Duke Lloyd Cardence Valentine arrived and whispered “Should I kill everyone here?”
“If you need me just call me. Your song will always reach me wherever you are.”
In the end Aria called the devil bringing death to all those present along with herself.
“Let’s fall down to hell together.”
And with that Aria breathed her last and died… only to return to her 10-year-old self.
Now that she had a second chance at her life Aria was determined to change her fate as well as the cruel fate of her saviour Grand Duke Valentine.
And so… Aria proposed to him with a marriage contract.
She sold her soul to the devil and vowed to protect him.
[Marry me.] Aria extended her hand and gave him the contract. [Let’s get divorced in 10 years…]
The young duke took the contract from her hand.
“So where should I stamp the seal?”
* * *
“You said you’d divorce me within 10 years.”
The grown-up villain leaned in hovering his head before he kissed her tenderly over her crown.
“Now that we’re adults we should sign another contract.”
",becoming-the-villains-family, 23 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_33118.jpg,https://wuxiaworld.site/novel/becoming-the-villains-family/
Arifureta Shokugyou de Sekai Saikyou (WN),https://www.novelupdates.com/series/arifureta-shokugyou-de-sekai-saikyou/,Action:Adventure:Ecchi:Fantasy:Harem:Mature:Shounen,https://cdn.novelupdates.com/images/2016/03/latest-1.jpeg,Chuuni Suki,(3.6 / 5.0 1523 votes),"Adapted to Anime,Adapted to Manga,Angels,Antihero Protagonist,Appearance Different from Actual Age,Artifacts,Beastkin,Betrayal,Character Growth,Clever Protagonist,Cute Children,Demi-Humans,Demons,Discrimination,Dungeons,Evolution,Firearms,Goddesses,Gods,Heroes,Level System,Love Interest Falls in Love First,Male Yandere,Modern Knowledge,Multiple Transported Individuals,Overpowered Protagonist,Polygamy,Returning from Another World,Ruthless Protagonist,Skill Assimilation,Special Abilities,Student-Teacher Relationship,Sword And Magic,Tsundere,Unique Weapons,Weak to Strong",Japanese,"Seventeen-year-old Hajime Nagumo is your average everyday otaku. However his simple life of pulling all-nighters and sleeping in school is suddenly turned upside down when he along with the rest of his class is summoned to a fantasy world! 
They’re treated like heroes and tasked with the duty of saving the human race from utter extinction.
 But what should have been any otaku’s wet dream quickly turns into Hajime’s nightmare? While the rest of his class are blessed with godlike powers Hajime’s job Synergist only has a single transmutation skill. Ridiculed and bullied by his classmates for being weak he soon finds himself in despair. 
Will he be able to survive in this dangerous world of monsters and demons with only a glorified blacksmith’s level of strength?
",arifureta-shokugyou-de-sekai-saikyou, 399 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_454.jpg,https://wuxiaworld.site/novel/arifureta-shokugyou-de-sekai-saikyou-wn/
Superstars of Tomorrow,https://www.novelupdates.com/series/superstars-of-tomorrow/,Action:Comedy:Fantasy:Mecha:Sci-fi:Slice of Life,https://cdn.novelupdates.com/images/2018/01/Superstars-of-Tomorrow.jpg,Chen Ci Lan Tiao,(4.5 / 5.0 368 votes),"Age Regression,Appearance Different from Actual Age,Artists,Celebrities,Famous Protagonist,Genius Protagonist,Hiding True Identity,Mature Protagonist,Misunderstandings,Music,Overpowered Protagonist,Poor to Rich,Quirky Characters,Showbiz,Transmigration",Chinese,"Well-known Composer Fang Zhao was in the most glorious stage of his career when the Apocalypse arrived; After finally experiencing the bitter difficulties of a thousand dangers when the Apocalypse was simmering down to an end he collapsed; When he opened his eyes he was reborn in a New World 500 years after the end of the apocalypse in the body of a student who had been dumped barely after graduation who had been cheated of his hardwork barely after he started working…
The World of the Future Virtual Idols PK Real Idols
“Every time background music plays in my head I feel like there is nothing to be afraid of.” —Fang Zhao
Toward the end of the apocalyptic period Fang Zhao lost his life. However instead of dying he found himself 500 years later in the body of a young and aspiring composer who shared the same name. Having received a second chance at life Fang Zhao sets out to achieve the previous owner’s dreams.
Armed with the experience of living through an apocalyptic age and his profession as a composer before that period Fang Zhao uses his talent wits and knowledge to make his mark in the entertainment industry of the future.
",superstars-of-tomorrow, 78 Chapters,Completed,https://cdn.novelupdates.com/imgmid/series_9244.jpg,https://wuxiaworld.site/novel/superstars-of-tomorrow-webnovel-freeread/
"Different World Reincarnation as a Sage ~With my Gaming Knowledge, I’ll become the World’s Strongest~",https://www.novelupdates.com/series/different-world-reincarnation-as-a-sage-with-my-gaming-knowledge-ill-become-the-worlds-strongest/,Action:Adventure:Fantasy:Harem:Romance:Shounen,https://cdn.novelupdates.com/images/2019/06/diffworlsage001.jpg,Shinkou Shotou,(3.0 / 5.0 139 votes),"Adapted to Manga,Caring Protagonist,Clever Protagonist,Fantasy World,Genius Protagonist,Magic,Medical Knowledge,Nobles,Poor to Rich,Royalty,Weak to Strong",Japanese,"A boy born to a noble family led a tragic life and in the end met a tragic death. The next time he opened his eyes he was in a world that resembled a VRMMO he played in his dreams. The inhabitants were ignorant even to the most basic concepts — concepts that would be considered common knowledge in a game — and kept on fighting inefficiently.
In this world our protagonist armed with his game knowledge acquires the strongest job class there is –the Sage — and proceeds to become the world’s strongest.
",different-world-reincarnation-as-a-sage-with-my-gaming-knowledge-ill-become-the-worlds-strongest, 121 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_23147.jpg,https://wuxiaworld.site/novel/different-world-reincarnation-as-a-sage-with-my-gaming-knowledge-ill-become-the-worlds-strongest/
Strongest Eccentric Consort,https://www.novelupdates.com/series/strongest-eccentric-consort/,Fantasy:Romance,https://cdn.novelupdates.com/images/2020/10/nitian_kuangfei.jpg,Ye Zhiqing,(1.7 / 5.0 3 votes),"Betrayal,Strong Love Interests",Chinese,"As the daughter chosen by the Heavens she was already extraordinary from birth. However with her talents concealed she was treated like tr*sh and mercilessly betrayed. So she decided to let her supreme capabilities shine!
From then on her bloodline had been awoken. Everything was possible—refining antidotes and weapons through alchemy taming the dragons and phoenixes and even being the ultimate ruler of the world. Since then millions of people admired her and she lived up to her name as the strongest concubine in the world!
Only that cold evil and immensely domineering Ice Emperor whom she had accidentally provoked loved protected and helped her everywhere…
“Oh dear after he has treated me like that how can I ever like someone else? This man is really cunning!”
",strongest-eccentric-consort, 0 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_35695.jpg,https://wuxiaworld.site/novel/strongest-eccentric-consort-freeread/
Reincarnator,https://www.novelupdates.com/series/reincarnator/,Action:Adventure:Fantasy:Mature:Mystery:Psychological:Sci-fi:Supernatural,https://cdn.novelupdates.com/images/2016/10/xxlarge-2.jpg,ALLA,(4.1 / 5.0 1095 votes),"Alchemy,Apocalypse,Appearance Different from Actual Age,Calm Protagonist,Charismatic Protagonist,Cunning Protagonist,Fairies,Game Elements,Gods,Hard-Working Protagonist,Level System,Male Protagonist,Monsters,Multiple Realms,Pragmatic Protagonist,Ruthless Protagonist,Skill Assimilation,Special Abilities,Survival Game,Transported to Another World,Weak to Strong",Korean,"Humanity has been gradually transported to the Abyss by a bored god to compete against other races and monsters.The problem is… humanity failed. In a last desperate push the strongest survivors chose a comrade to travel as far as possible back in time.
",reincarnator, 133 Chapters,Completed,https://cdn.novelupdates.com/imgmid/series_4471.jpg,https://wuxiaworld.site/novel/reincarnator-webnovel-freeread/
The Rest Of My Life Is For You,https://www.novelupdates.com/series/the-rest-of-my-life-is-for-you/,Comedy:Drama:Josei:Mystery:Romance,https://cdn.novelupdates.com/images/2018/10/restofmy.jpg,Stupa Demon,(3.7 / 5.0 54 votes),"Amnesia,Beautiful Female Lead,Childcare,Cold Love Interests,Cute Children,Female Protagonist,Love Interest Falls in Love First,Misunderstandings,Mysterious Past,Wealthy Characters",Chinese,"Yu Yuehan is the usual rich perfect aloof president—the richest man in City H; but one day a female toddler suddenly appears in his life as his daughter! Despite being certain that he has never touched a woman before DNA tests certify that the toddler is his! He soon becomes a good ‘daddi’ for the little toddler Xiao Liuliu.
Two years later for some inexplicable reason Xiao Liuliu becomes very fond of a trial nurse Nian Xiaomu hired to take care of her. Nian Xiaomu has a strong personality and refuses to let anyone bully her. Constantly wary that anyone might cause harm to his daughter Yu Yuehan keeps a constant watch over Nian Xiaomu. However his black-bellied daughter has plans for her father up her sleeves… Over time Nian Xiaomu reveals her charming side bit by bit; and for the first time in his life Yu Yuehan is drawn in by this mysterious woman…
“Daddi you are so handsome!” Xiao Liuliu blushes.
“Daddi I want hugs!” Xiao Liuliu coos.
“Daddi I want a younger sister! Quick make one with Mommi.”
“Daddi…”
Yu Yuehan says in a deadpan fashion “I have never slept with any woman! How can I have a daughter!?”
“Did Mommi sleep with you without you realizing it?”
Yu Yuehan: “…”
",the-rest-of-my-life-is-for-you, 84 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_19313.jpg,https://wuxiaworld.site/novel/the-rest-of-my-life-is-for-you-wuxia/
Gamers of the Underworld,https://www.novelupdates.com/series/gamers-of-the-underworld/,Adventure:Comedy:Fantasy:Supernatural,https://cdn.novelupdates.com/images/2019/09/gamersunderworld1.jpg,Blue-white Sky,(3.7 / 5.0 72 votes),"Comedic Undertone,Cunning Protagonist,Demons,Dungeons,Fairies,Fantasy World,Gamers,Golems,Kingdom Building,Magic,Management,Money Grubber,Orcs,Poor Protagonist,Virtual Reality",Chinese,"Sherlock is a new generation Dungeon Lord whose ambition is to become the greatest Devil King and building up the greatest Dungeon in the Underworld.
He summons a group of other-worldly goblins who give themselves strange names form cliques engage in commerce and even fight among themselves.
They call themselves—Gamers!
",gamers-of-the-underworld, 50 Chapters,Completed,https://cdn.novelupdates.com/imgmid/series_25035.jpg,https://wuxiaworld.site/novel/gamers-of-the-underworld-novel-freeread/
Trafford’s Trading Club,https://www.novelupdates.com/series/traffords-trading-club/,Action:Drama:Fantasy:Horror:Martial Arts:Mature:Mystery:Psychological:Supernatural:Tragedy:Xuanhuan,https://cdn.novelupdates.com/images/2017/04/Trafford’s-Trading-Club.jpg,White Jade Of Sunset Mountain,(3.9 / 5.0 443 votes),"Antique Shop,Artifacts,Automatons,Beautiful Female Lead,Business Management,Calm Protagonist,Conditional Power,Curious Protagonist,Ghosts,Hypnotism,Interconnected Storylines,Loner Protagonist,Male Protagonist,Modern Day,Multiple POV,Overpowered Protagonist,Protagonist Strong from the Start,Racism,Romantic Subplot,Spatial Manipulation,Store Owner,Strong to Stronger",Chinese,"Luo Qiu became the boss of a ‘club’ by chance. 
It was a weird club that sold strange items and with a servant girl that had 300 years of working experience. Countless people with dreams hopes and ambitions came to the club to exchange anything precious they own for what they want. They would offer their lifespan items and even their soul. Every successful trade would increase Luo Qiu’s lifespan by a little. 
“Tribute successful your lifespan has increased by 99 years.” 
As thus Luo Qiu began his endless life as the club’s boss.
",traffords-trading-club, 175 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_10965.jpg,https://wuxiaworld.site/novel/traffords-trading-club-webnovel/
The Count and the Maid,https://www.novelupdates.com/series/the-count-and-the-maid/,Adult:Drama:Josei:Romance:Smut,https://cdn.novelupdates.com/images/2020/11/1F642911-3B52-40E9-8A7F-854D51D5B283.jpeg,밤오렌지,(4.0 / 5.0 24 votes),"Abusive Characters,Different Social Status,Handsome Male Lead,Master-Servant Relationship,Possessive Characters,Royalty",Korean,"“I’ll hug you kiss you touch you – as much as I want whenever I want. Even if Miss Shada protests. You’ll get used to it if you keep sleeping with me. Won’t you?”
“Master!”
“Yes Shada.”
Huey looked at her with a gentle and mild enough gaze to make Shada doubt whether this same man just declared he said he would ravish her at will.
An erot*c scandal between a sweet somewhat suspicious master and a timid maid.
",the-count-and-the-maid, 14 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_36517.jpg,https://wuxiaworld.site/novel/the-count-and-the-maid-novel-read/
Hokage: Ryo’s Path,https://www.novelupdates.com/series/hokage-ryos-path/,Action:Adventure:Drama:Fantasy:Martial Arts:Shounen,https://cdn.novelupdates.com/images/2018/04/2.png,Lǚ fúhuá,(3.4 / 5.0 228 votes),"Academy,Bloodlines,Determined Protagonist,Fanfiction,Genius Protagonist,Mature Protagonist,Military,Overpowered Protagonist,Romantic Subplot,Wars",Chinese,"Surgeon Guan Ryo Is reborn in Naruto’s world! Enjoy his trip as he uses his knowledge of the story to find his path in this troubled world and eventually stand at the top of Konoha!
",hokage-ryos-path, 373 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_16575.jpg,https://wuxiaworld.site/novel/hokage-ryos-path/
The Empress’s Gigolo,https://www.novelupdates.com/series/the-empresss-gigolo/,Action:Adventure:Comedy:Fantasy:Martial Arts:Mature:Romance:Supernatural:Xuanhuan,https://cdn.novelupdates.com/images/2018/06/gigolo1.jpg,Xiu Lijian,(3.7 / 5.0 116 votes),"Appearance Changes,Beautiful Female Lead,Childcare,Couple Growth,Cultivation,Economics,Engagement,Firearms,Kingdom Building,Love Interest Falls in Love First,Male Protagonist,Marriage,Modern Day,Money Grubber,Poor to Rich,Quirky Characters,Ruthless Protagonist,Slow Growth at Start,Smart Couple,Technological Gap,Tsundere,Weak to Strong",Chinese,"In a world where its inhabitants can destroy a city wall single-handedly the empress has a kirin as her pet and the imperial palace of Great Xia has a pool containing a dragon. There is also a Sword Mountain where spirit swords occasionally leave in search of a master .
Bootlicking the empress Ren Baqian ascended to the apex of life.
",the-empresss-gigolo, 113 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_17436.jpg,https://wuxiaworld.site/novel/the-empresss-gigolo-webnovel/
"Good Morning, Mister Dragon!",https://www.novelupdates.com/series/good-morning-mister-dragon/,Adult:Drama:Mature:Psychological:Romance,https://cdn.novelupdates.com/images/2019/08/ohayodoragon1.jpg,Han Jiangxue,(1.7 / 5.0 34 votes),"Female Protagonist,R*pe",Chinese,"Framed by her so-called best friend and half-sister Su Qianxun stumbled upon a strange man when she was making her escape. A strange man so handsome it looked as if his face was carved by the Gods but with a heart as cold as stone. A wild and fiery night ensued and ever since then they embarked on a journey filled with passion lust conspiracy and treachery.
",good-morning-mister-dragon, 131 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_24334.jpg,https://wuxiaworld.site/novel/good-morning-mister-dragon-freeread-mtl/
"Kiss Goodnight, Mr.Ji",https://www.novelupdates.com/series/kiss-goodnight-mr-ji/,Romance,https://cdn.novelupdates.com/images/2020/11/吻安纪先生.jpg,Ye Qiaomu,(3.7 / 5.0 3 votes),Female Protagonist,Chinese,"“Darling I want…”
“Here’s the credit card. Buy everything you want.”
“Darling I want to give you a child!”
“That’s unnecessary.”
“…”
Ye Shengge’s inborn birthmark could only be deciphered by Ji Shiting.
However that man was very aloof and reserved and he wasn’t tempted at all. And one day when she finally gave up and tried to leave that man literally carried her back.
She yelled ” What do you want?”
The man said with his deep voice “What you’ve been wanting the whole time.
Ye Shengge always thought that Ji Shiting was forced to marry her yet years after she realized that it was all part of his plan and there was no way she could run away from him.
",kiss-goodnight-mr-ji, 28 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_36345.jpg,https://wuxiaworld.site/novel/kiss-goodnight-mr-ji-freeread/
The Magus Era,https://www.novelupdates.com/series/the-magus-era/,Action:Adventure:Drama:Fantasy:Harem:Mature:Supernatural:Xuanhuan,https://cdn.novelupdates.com/images/2016/06/bigger-cover.jpg,Blood Red,(3.4 / 5.0 534 votes),"Age Progression,Beast Companions,Bloodlines,Child Protagonist,Cultivation,Daoism,Fast Cultivation,Gods,Hard-Working Protagonist,Jack of All Trades,Lucky Protagonist,Male Protagonist,Mythology,Polygamy,Reincarnated in Another World,Ruthless Protagonist,Spear Wielder,Strong to Stronger,Unique Cultivation Technique",Chinese,"Long ago there were people who stood upon the earth with their heads held high. They never bowed to anyone because of their indomitable spirit. They were capable of controlling wind and lightning and conquering dragons and serpents. They seemed strong enough to split the earth and shatter the stars with their fists. They traveled throughout the land and called themselves Magi. Eventually one of them would become a Supreme Magus! These men are the ancestors of human beings. Their blood is what we all share today.
Qing Long is the former strongest man in the world. He traveled through space and time and was reborn as Ji Hao in the Fire Crow Clan of the Southern Wasteland. It’s a complicated world. Forces from both inside and outside of the clan want this young and talented boy to die. Under great pressure Ji Hao makes a deal with a mysterious man who resides in his spiritual space never showing his real face. He gains two drops of blood from a dragon and phoenix. Afterwards Ji Hao becomes increasingly more powerful.
",the-magus-era, 1898 Chapters,Completed,https://cdn.novelupdates.com/imgmid/series_4577.jpg,https://wuxiaworld.site/novel/the-magus-era/
Spirit Realm,https://www.novelupdates.com/series/spirit-realm/,Action:Adventure:Fantasy:Harem:Martial Arts:Mystery:Xuanhuan,https://cdn.novelupdates.com/images/2016/10/201510220959462390-1.jpg,Ni Cang Tian,(3.8 / 5.0 797 votes),"Adapted to Anime,Adapted to Game,Arranged Marriage,Artifacts,Beautiful Female Lead,Bloodlines,Cautious Protagonist,Crafting,Demi-Humans,Dragons,F*llatio,Half-human Protagonist,Hard-Working Protagonist,Inscriptions,Lucky Protagonist,Male Protagonist,Multiple Realms,Mysterious Past,Polygamy,Ruthless Protagonist,Weak to Strong",Chinese,"Thirty thousand years ago the Heaven Fighting Race who called themselves “Gods” invaded the Spirit Realm. Hundreds of races rose up in resistance but ultimately suffered a crushing defeat. The Human Race was the first to concede and the rest of the Hundred Races soon followed in succession.
During the subsequent ten thousand years all of the races were ens*aved by the Heaven Fighting Race. They were cruelly treated and lived beneath the shadow of terror.
The Heaven Fighting Race’s march of conquest did not stop there. With the Spirit Realm as the starting point they invaded other secret dimensions and spread war to all corners of existence. After greatly exhausting their combat strength they were finally defeated by the Hundred Races who took advantage of this opportunity. With no other choice they fled to the starry skies outside the realm.
Thirty thousand years later in an era where the Heaven Fighting Race has already faded to become ancient legend an amnesiac youth possessing the Heaven Fighting Race’s bloodline is being fostered in an insignificant household. Whilst struggling to live on he silently awaits the day of the bloodline’s awakening.
",spirit-realm, 530 Chapters,Completed,https://cdn.novelupdates.com/imgmid/series_7242.jpg,https://wuxiaworld.site/novel/spirit-realm/
The Martial Emperor with Dragon Blood,https://www.novelupdates.com/series/the-martial-emperor-with-dragon-blood/,Action:Fantasy:Harem:Martial Arts:Xuanhuan,https://cdn.novelupdates.com/images/2019/06/The-Martial-Emperor-with-Dragon-Blood.jpg,Running Water Leaves no Trace,(2.0 / 5.0 21 votes),Cultivation,Chinese,"This is a story about a young man who sought to fight against his destiny. With the help from billions of Dragon Energies trapped on the Rising Dragon Pillar in his body he emerged from the dark and quenched himself with the blood of ancient dragons. He fought the heaven with the Buddhist Art for the people he loved and built the Eternity Kingdom with his own hands. This is a story about the rise of the Martial Emperor who will rule both earth and heaven.
",the-martial-emperor-with-dragon-blood, 48 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_23280.jpg,https://wuxiaworld.site/novel/the-martial-emperor-with-dragon-blood-novels/
Open a Clinic to Cultivate Myself,https://www.novelupdates.com/series/open-a-clinic-to-cultivate-myself/,Action:Harem:Romance,https://cdn.novelupdates.com/images/2019/05/开个诊所来修仙.jpg,Li Xian Yu,(3.0 / 5.0 29 votes),"Cultivation,Male Protagonist,Office Romance",Chinese,"A poor and bereaved medical student rescued an injured black dog from a busy road but the black dog bit him and gave him a clinic—the Sky Clinic. If he didn’t pay the rent on time his life would be cut short.
In order to survive how would Ning Tao a new cultivator earn the good and evil value to offset the rent? What kind of bizarre and inconsistent things that were beyond his imagination would continue to happen to him? As a person between good and evil he must keep himself balanced. How would he enhance his cultivation in the ordinary yet fantastic urban life?
This was a story of an ordinary young man who cured people while praising virtue and punishing vice.
",open-a-clinic-to-cultivate-myself, 104 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_22434.jpg,https://wuxiaworld.site/novel/open-a-clinic-to-cultivate-myself/
Legend of Legends,https://www.novelupdates.com/series/legend-of-legends/,Action:Adventure:Fantasy:Harem:Supernatural,https://cdn.novelupdates.com/images/2019/11/ECDB5AD5-64C7-4790-85E0-51A06B2205D3.jpeg,Dawon,(3.3 / 5.0 146 votes),"Dragons,Handsome Male Lead,Magic,Monsters,Multiple POV,Overpowered Protagonist,Poor to Rich,Special Abilities,Wizards",Korean,"The world was hit by an abnormal narcolepsy and there was a mass coma. Lee-joonhyuk was transferred to a dimensional battle field as he fell into an abnormal narcoleptic sleep. This is the story of him as he starts as a minion.
",legend-of-legends, 0 Chapters,Completed,https://cdn.novelupdates.com/imgmid/series_6593.jpg,https://wuxiaworld.site/novel/legend-of-legends-novels/
Harmless Obsession for the Captivating Male Lead,https://www.novelupdates.com/series/harmless-obsession-for-the-captivating-male-lead/,Adult:Fantasy:Josei:Mature:Romance,https://cdn.novelupdates.com/images/2020/11/HarmlessObsessionfortheCaptivatingMaleLead.jpg,로판Sisse,(4.0 / 5.0 52 votes),"Doting Love Interests,European Ambience,First-time Interc**rse,Love Interest Falls in Love First,Male Yandere,Nobles,Possessive Characters,Reincarnated in Another World,Strong Love Interests",Korean,"I reincarnated as the villain’s younger sister who will be punished by the male lead. It was a forgone conclusion that both of us will die to the male lead if my older brother continued his evil ways. So I tried to live quietly while trying to change my wicked brother but for some reason the male lead is lying in front of our villa? I can’t let him die so at first I helped him up but…the male lead’s condition is a bit strange.
Wait a minute…did it start already? The male lead’s mana poisoning? There is only one way to calm the enormous amount of mana within the male lead’s body. Immediate physical contact…
But that’s the female lead’s job!
Aren’t I the villain’s sister? Why me?! What the hell is going on?!
“Rose…Please I need you. Save me…”
This is driving me crazy…I can’t turn a blind eye to the dying male lead and there’s not enough time to find the female lead!
…Gosh I don’t know!
Let’s save the male lead first! I’ll help him then once I find the female lead we’ll break up! I quietly approached him and we kissed. But as if that alone was not enough with a deep sigh he spoke.
“Let’s have a deeper relationship.”
“Deeper…relationship?”
“Kissing and other things…”
He looked at me sorrowfully. I couldn’t take my eyes off this great beauty when he looked at me in such a somber way. Absentmindedly blinking my eyes I inadvertently nodded my head. Then he pulled me in and locked his arms. With a dazzling gaze and a bright smile he spoke.
“Rose you’re my first.”
No I can’t be your first time!
",harmless-obsession-for-the-captivating-male-lead, 19 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_36620.jpg,https://wuxiaworld.site/novel/harmless-obsession-for-the-captivating-male-lead/
The Immortal Emperor Returns,https://www.novelupdates.com/series/the-immortal-emperor-returns/,Action:Fantasy:Martial Arts:Xianxia,https://cdn.novelupdates.com/images/2020/02/immoempert5.jpg,Xiu Guo,(3.4 / 5.0 20 votes),"Cultivation,Revenge,Transmigration",Chinese,"A lifetime ago Chu Xun was shackled and thrown in jail on false charges. For three whole years he suffered extraodinary torment from his cellmates every day. Even though he had escaped death many times he still died from his cellmates’ fists the day before he was to be released.
After death Chu Xun transmigrated to a different world of cultivation where cultivation was the one true path. Carrying the weight of his hatred Chu Xun began to cultivate in hopes of becoming an Immortal Emperor who could manipulate heaven and earth and travel through time. After painstaking cultivation of three thousand years he succeeded. Then he sacrificed all his cultivation without hesitation and returned to the day before he was to be released.
This life he wanted to find out the truth and the one behind his murder in last life. He would continue to cultivate and strengthen himself so that the tragedy would not repeat itself. He wanted to master his own destiny.
In this life what people would Chu Xun encounter and what experience of love and hate would he have with them? What difficulties would he encounter and how would he overcome? The answer is the book.
",the-immortal-emperor-returns, 47 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_27224.jpg,https://wuxiaworld.site/novel/the-immortal-emperor-returns/
The Villainess Became A Mother,https://www.novelupdates.com/series/the-villainess-became-a-mother/,Drama:Fantasy:Josei:Romance:Shoujo:Slice of Life,https://cdn.novelupdates.com/images/2020/09/TheVillainessBecameMother.jpg,Sisse,(3.9 / 5.0 70 votes),"Ancient Times,Beautiful Female Lead,Empires,Female Protagonist,Jealousy,Long Separations,Medieval,Possessive Characters,Prophecies,Reincarnation,Time Skip,Villainess Noble Girls",Korean,"I was reincarnated as a villain in a novel.
Jealous of the female lead I committed all kinds of evil deeds only to be executed in the end.
In order to escape from my fate I decided to stay away from the male lead.
However…
“I think you’re pregnant…”
No way. What the hell is going on!
What do you mean pregnant that isn’t even in the original story?
To protect my child and my life I ran away from the male lead the father of my child.
Then seven years later
“Who told you to run away as you please?”
I didn’t expect the male lead to follow me to the end of the continent.
",the-villainess-became-a-mother, 26 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_34539.jpg,https://wuxiaworld.site/novel/the-villainess-became-a-mother-yes/
