novelLink,Book Name,lastChapterName,lastChapterLink,Book URL,Book Genre,Book Image,Book Author,Book Rating,Book Tags,Book Language,Description,Book Slug,Book Chapters,Novel Status,thumbnail
https://vipnovel.com/vipnovel/i-became-a-virtuous-wife-and-loving-mother-in-another-cultivation-world-novel/,I Became A Virtuous Wife and Loving Mother in another Cultivation World,Chapter 412,https://vipnovel.com/vipnovel/i-became-a-virtuous-wife-and-loving-mother-in-another-cultivation-world-novel/chapter-412,https://www.novelupdates.com/series/i-became-a-virtuous-wife-and-loving-mother-in-another-cultivation-world/,Comedy:Historical:Romance:Slice of Life:Xianxia:Xuanhuan:Yaoi,https://cdn.novelupdates.com/images/2019/09/virtwifelovingmom3b.jpg,Jin Yuanbao,(4.3 / 5.0 186 votes),"Arranged Marriage,Clever Protagonist,Cultivation,Handsome Male Lead,Protagonist Strong from the Start,Slow Romance,Transmigration",Chinese,"After looking at a handsome man’s picture he has transmigrated into another world. Rong Yi looked up at the sky speechless. How unlucky could he be to have transmigrated into a loser + sissy’s body…
What’s worse the original master of this body has been married to a man! And the worst thing is…
Rong Yi takes a deep breath and lowers his head to look at his chest! Flat! Check! Then he pulls open his pants and luckily see his ‘brother’ is still there feeling much relieved…
He said to the little cute kid “What did you say? Say it again.”
…
",i-became-a-virtuous-wife-and-loving-mother-in-another-cultivation-world, 88 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_24856.jpg
https://vipnovel.com/vipnovel/picking-up-a-general-to-plow-the-fields/,Picking Up a General to Plow the Fields,Chapter 106,https://vipnovel.com/vipnovel/picking-up-a-general-to-plow-the-fields/chapter-106,https://www.novelupdates.com/series/picking-up-a-general-to-plow-the-fields/,Action:Adventure:Drama:Historical:Josei:Romance:Slice of Life,https://cdn.novelupdates.com/images/2016/09/18433s.jpg,Yi Yi Lan Xi,(4.3 / 5.0 200 votes),"Ancient China,Childcare,Domestic Affairs,Farming,Generals,Slow Romance,Survival,Transmigration",Chinese,"The people of Dafang village all say the personality of the Lian family’s eldest daughter changed dramatically after her engagement was cancelled by her fiance’s family. She became extremely forceful and unreasonable. 
After hearing this Lian Fangzhou secretly thought: Forceful? My parents are dead my little brothers and sister are still young with no one lending a helping hand there are too many people looking to bully us showing up at my door! There’s still the most shameless pair of uncle and aunt eyeing our few acres of land and even scheming to sell me off as a concubine! Treating my siblings as servants at their beck and call! If I was not forceful how would we be able to live in peace? Don’t tell me that I should act like the previous Lian Fangzhou and die from extreme anger? 
In order to quell this bunch of demons break out a wide path to walk on angelic faces are useless only the tricks used by malevolent spirits are the way to go!
",picking-up-a-general-to-plow-the-fields, 171 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_7701.jpg
https://vipnovel.com/vipnovel/one-useless-rebirth/,One Useless Rebirth,Chapter 290,https://vipnovel.com/vipnovel/one-useless-rebirth/chapter-290,https://www.novelupdates.com/series/one-useless-rebirth/,Comedy:Drama:Romance:Shounen Ai,https://cdn.novelupdates.com/images/2018/12/一次没卵用的重生-logo.jpg,Can’t Play Chess,(4.3 / 5.0 446 votes),"Acting,Arrogant Characters,Black Belly,Coma,Couple Growth,Devoted Love Interests,Family Conflict,Friendship,Late Romance,Modern Day,Photography,Popular Love Interests,Power Couple,Protagonist Strong from the Start,Revenge,Second Chance,Slow Romance,Transmigration",Chinese,"He Bai won the lottery became rich and reached the pinnacle of life. Then he inadvertently took a picture of the Film Emperor Di Qiuhe being killed. And after reporting this case to the police he was reborn in a midst of confusion.
He Bai: I don’t have any horrible relatives to abuse. Why was I reborn?
Di Qiuhe: But I do.
He Bai: I also haven’t been betrayed or harmed by anyone. Why was I reborn?
Di Qiuhe: But I have.
He Bai: I just want to have some money to live freely and eat well. I already achieved that goal so why was I reborn?
Di Qiuhe: I have money but don’t live freely or well.
He Bai angrily flips the table: So what’s the use of my rebirth! Just to make me suffer again?!
Di Qiuhe (Holding and Touching He Bai): Be my lover you’re only responsible for eating “lollipops” you won’t eat any bitterness.
He Bai: Leave!
",one-useless-rebirth, 294 Chapters,Completed,https://cdn.novelupdates.com/imgmid/series_19987.jpg
https://vipnovel.com/vipnovel/an-exclusive-love/,An Exclusive love,Chapter 464,https://vipnovel.com/vipnovel/an-exclusive-love/chapter-464,https://www.novelupdates.com/series/an-exclusive-love/,Josei:Romance:Slice of Life,https://cdn.novelupdates.com/images/2019/01/独家婚宠300.jpg,Yao Yao Zhi Xin,(3.1 / 5.0 40 votes),"Abusive Characters,Amnesia,Betrayal,Childcare,Cruel Characters,Marriage,Near-Death Experience,Pregnancy,Revenge,S*xual Abuse,Unlucky Protagonist",Chinese,"What if your own father and his mistress were behind your mother’s death? What if you were about to be sold off to a scumbag?
What would you do? In the nick of time a tall rich & handsome guy descended from the sky and came to her rescue with a piece of contract.
Xin Qing glowered at the man before her. At first she had thought of him as her Prince Charming in the end he turned out to be an evil demon.
“You’re not allowed to go. You can only marry me!” the man said viciously to the woman who was about to leave.
Xin Qing sneered. “Isn’t the ancestral behest the only reason you’re keeping me around? I’m just your tool.”
He said “Who told you that?” his eyes filled with profound emotion. 
“You’re the mother of my child!”
",an-exclusive-love, 72 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_20381.jpg
https://vipnovel.com/vipnovel/my-artist-is-reborn/,My Artist Is Reborn,Chapter 188,https://vipnovel.com/vipnovel/my-artist-is-reborn/chapter-188,https://www.novelupdates.com/series/my-artist-is-reborn/,Comedy:Slice of Life:Supernatural:Yaoi,https://cdn.novelupdates.com/images/2019/09/81418s.jpg,薄荷貓,(4.4 / 5.0 165 votes),"Acting,Comedic Undertone,Glasses-wearing Protagonist,Management,Music,Showbiz,Slow Romance",Chinese,"Shen Huai was abandoned by all his artists and took over the one no one was optimistic about the unpopular newcomer Ye Cang.
Ye Cang caught fire all over the country. Everyone thought it was due to Shen Huai’s influence. Only Shen Huai knew that his artist was a reborn rockstar. 
Later Shen Huai also signed the reborn “Legendary Film Queen” the unsurpassed “Golden Supporting Role” the “Queen of All Love Songs” and the “Greatest Superstar in the Past Hundred Years.” Thus he breathed a sigh of relief; he didn’t have to return to inherit billions of dollars.
",my-artist-is-reborn, 196 Chapters,Completed,https://cdn.novelupdates.com/imgmid/series_24621.jpg
https://vipnovel.com/vipnovel/quick-transmigration-male-lead-youre-overpowered/,"Quick Transmigration: Male Lead, You’re Overpowered?",Chapter 240,https://vipnovel.com/vipnovel/quick-transmigration-male-lead-youre-overpowered/chapter-240,https://www.novelupdates.com/series/quick-transmigration-male-lead-youre-overpowered/,Adventure:Comedy:Fantasy:Romance:Shoujo:Supernatural,https://cdn.novelupdates.com/images/2018/11/29343s.jpg,Sushou Zhezhi,(4.2 / 5.0 133 votes),"Adventurers,Cheats,Confident Protagonist,Dense Protagonist,Fated Lovers,Game Elements,Humanoid Protagonist,Love Interest Falls in Love First,Marriage,Multiple Realms,Possessive Characters,Special Abilities,System Administrator,Transported to Another World,Wealthy Characters,World Travel",Chinese,"A long time later Ah Zhao and her younger generations started chatting about her own story.
“At first I was selected by the system to become the man’s plug-in to help him reach the pinnacle of life.”
“-Then what happened afterward?”
Ah Zhao lit a cigarette and her expression had great changes: 
“-Later I became the wife of the Male God.”
",quick-transmigration-male-lead-youre-overpowered, 297 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_19502.jpg
https://vipnovel.com/vipnovel/the-only-favourite-ugly-husband/,The Only Favourite Ugly Husband,Chapter 116.1,https://vipnovel.com/vipnovel/the-only-favourite-ugly-husband/chapter-116-1,https://www.novelupdates.com/series/the-only-favourite-ugly-husband/,Adventure:Historical:Romance:Slice of Life:Yaoi,https://cdn.novelupdates.com/images/2019/09/14193s.jpg,Jué Jué,(4.5 / 5.0 148 votes),"Alternate World,Army Building,Bullying,Businessmen,Childcare,Family Conflict,Inferiority Complex,Manly Gay Couple,Merchants,Past Plays a Big Role,Power Struggle,Protagonist Falls in Love First,Seme Protagonist,Transmigration",Chinese,"Jiang Zhen crossed into ancient times and became the old bachelor eldest Jiang who was neglected by his whole family in the village in Hexi Village.
He was born into a good family but the eldest Jiang was busy all year but couldn’t eat a full meal. His two younger brothers could marry a wife but he was starved to death… Jiang Zhen felt it was unbearable.
You don’t want to feed me? OK I will kill the chicken myself.
You don’t even give me a glimpse of food? It doesn’t matter the door of the granary will be opened as soon as I kick it.
You want to tell me that I am not filial? Ok I will immediately took the knife to the village and slash people and let the yamen officer catch all of us.
Jiang Zhen became a local tyrant in the village. He also saw the “ugly” ger who could not get married in the village.
Future father-in-law: “Jiang Zhen is always wandering around our house. Is he planning to rob our house?”
The future mother-in-law: “What to do? Jinge can’t beat him!”
Zhao Jinge face was hot… Dad the wild rabbit that I brought back today is what he gave…
",the-only-favourite-ugly-husband, 142 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_25010.jpg
https://vipnovel.com/vipnovel/quick-hubby-all-aboard/,"Quick, Hubby, All Aboard",Chapter 70(End),https://vipnovel.com/vipnovel/quick-hubby-all-aboard/chapter-70end,https://www.novelupdates.com/series/quick-hubby-all-aboard/,Historical:Romance:Shoujo:Slice of Life,https://cdn.novelupdates.com/images/2019/10/allaboard.png,Dong Wu,(3.5 / 5.0 122 votes),"Ancient China,Early Romance,Female Protagonist,Mysterious Family Background,Reincarnation",Chinese,"Xue Dongting was a singsong girl plucked from her small border town to become the consort of the crown prince. Little did she know she would be murdered by his own hand.
Now reborn she has a chance for a do-over. This time around she will marry that fisherman from the next village over and live a quiet peaceful life away from the scheming intrigues of the imperial family.
It’s just that this lowly fisherman is not quite what he seems…
",quick-hubby-all-aboard, 70 Chapters,Completed,https://cdn.novelupdates.com/imgmid/series_25475.jpg
https://vipnovel.com/vipnovel/immortal-mortal/,Immortal Mortal,Chapter 1230(End),https://vipnovel.com/vipnovel/immortal-mortal/chapter-1230end,https://www.novelupdates.com/series/immortal-mortal/,Action:Adventure:Martial Arts:Sci-fi:Xianxia,https://cdn.novelupdates.com/images/2017/03/ImmortalMortal.jpg,Goose Five,(3.4 / 5.0 462 votes),"Adapted to Manhua,Ancient Times,Artifacts,Beast Companions,Betrayal,Body Tempering,Crafting,Cunning Protagonist,Death of Loved Ones,Dragons,Fast Cultivation,Heavenly Tribulation,Loner Protagonist,Lucky Protagonist,Maids,Modern Knowledge,Nobles,Past Trauma,Righteous Protagonist,Royalty,Transmigration,Unique Cultivation Technique",Chinese,"Here only those with spiritual roots can cultivate while those with mortal roots are destined to stay mortal. 
Mo Wuji only has mortal roots but will he only remain as a mortal?
",immortal-mortal, 115 Chapters,Completed,https://cdn.novelupdates.com/imgmid/series_7002.jpg
https://vipnovel.com/vipnovel/a-lifetime-of-peace-and-care/,A Lifetime of Peace and Care,Chapter 73(End),https://vipnovel.com/vipnovel/a-lifetime-of-peace-and-care/chapter-73end,https://www.novelupdates.com/series/a-lifetime-of-peace-and-care/,Josei:Mature:Romance:Slice of Life,https://cdn.novelupdates.com/images/2019/11/Our-Peaceful-Times.jpg,Dan Er Man Hua,(4.2 / 5.0 130 votes),"Beautiful Female Lead,Cohabitation,Devoted Love Interests,Early Romance,First Love,Handsome Male Lead,Mature Protagonist,Unconditional Love",Chinese,"The big director of the Jiaye film company was widely known as the Ghost Talent. In the eyes of everyone he was a famous workaholic who was rumored to be sexually cold. Even so from the time he became a director until now there were already many overblown s*x scandals attached to his name.
Then one day he suddenly got married.
Yi Ran thought that she married such a man. In any case she had nothing to lose. Until the wedding night when they suddenly rolled the sheets and she discovered that…her thinking was too simple. 
Have you ever loved someone who turned out to be so different from what you expected? This incomprehensible relationship became an opportunity to change your life making you unable to forget. Life will be filled with flowers making you want to cling to his side and never let go. 
A lifetime of care is the most long-lasting feeling;
Life with him became a journey that will forever be imprinted in your memory.
",a-lifetime-of-peace-and-care, 74 Chapters,Completed,https://cdn.novelupdates.com/imgmid/series_25774.jpg
https://vipnovel.com/vipnovel/the-transcendent-immortal/,The Transcendent Immortal,Chapter 556,https://vipnovel.com/vipnovel/the-transcendent-immortal/chapter-556,https://www.novelupdates.com/series/the-transcendent-immortal/,Action:Fantasy:Martial Arts:Xianxia,https://cdn.novelupdates.com/images/2019/01/九界仙尊.jpg,Shen Chu Gu Yi,(2.9 / 5.0 27 votes),Male Protagonist,Chinese,"Xiao Chen was once an abandoned disciple of an Immortals’ sect after being framed up by people. Thousands of years later he was reborn only to seek all that remained to find his master and to cultivate again. However he was involved in a battle of the six realms from the Annihilation Times without knowing it.
After his rebirth in the Human World he was a loser who could not even cultivate. He was mocked and lived a miserable life. When a cultivator happened to pass by his home he managed to fight against his fate and started his life as a cultivator.
He was once banished by the gods and his soul was sealed. Now with an invincible Divine Soul he stirred things up in the world obtained the great fortune of heaven and earth and commanded the power of life and death. He dominated the nine realms and the gods held him in awe.
How powerful was his Fuxi Zither? Would he ascend to Heaven and become an Immortal? Would he find his master and solve all those mysteries? Let’s take the journey with Xiao Chen and enjoy a wonderful dangerous adventure!
",the-transcendent-immortal, 129 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_20397.jpg
https://vipnovel.com/vipnovel/youve-got-mail-a-cautionary-tale/,You’ve Got Mail: A Cautionary Tale,Chapter 106,https://vipnovel.com/vipnovel/youve-got-mail-a-cautionary-tale/chapter-106,https://www.novelupdates.com/series/youve-got-mail-a-cautionary-tale/,Adult:Comedy:Historical:Mature:Romance:Smut:Yaoi,https://cdn.novelupdates.com/images/2019/02/飞鸽.jpg,Hei Dan Bai,(4.5 / 5.0 222 votes),"Aggressive Characters,Average-looking Protagonist,First-time Interc**rse,Generals,Honest Protagonist,Love Interest Falls in Love First,M*sturbation,Possessive Characters,Slow Romance,Younger Love Interests",Chinese,"The Peng Society for Gentlemen — a secret friend-making club for the homosexual men of the Great Xia Dynasty. Its services were designed to help its members along in their quest for their lifelong partners. Upon paying a monthly fee of fifty coins members could get themselves listed in The Pengornisseur after providing a self-portrait a mailing address their age and hobbies as well as a self-introduction. All members would receive a copy of the monthly publication and they could communicate with one another in private using the information in The Pengornisseur.
Wu Xingzi a bachelor about to turn forty worked as the adviser to the magistrate in Qingcheng County.
Qingcheng County was a place with barely any resources. In other words it was poor. In the list of counties of the Great Xia Dynasty it had been ranked at the bottom for the past two hundred years.
Wu Xingzi felt that his life was hopeless: not only was he a homosexual he was also a virgin. Even his retirement fund was lacking. Worse still his looks were… forgettable.
He might as well die.
Hence Wu Xingzi decided to commit suicide on his fortieth birthday. However he was unwilling to remain a virgin to death! And so gritting his teeth he joined the Peng Society for Gentlemen and received The Pengornisseur. It was very painful; after all fifty coins were the sum of his daily expenditure for ten days! He would only pay it once and he was determined to succeed on his first try.
",youve-got-mail-a-cautionary-tale, 95 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_20780.jpg
https://vipnovel.com/vipnovel/sovereign-to-immortality/,Sovereign to Immortality,Chapter 673,https://vipnovel.com/vipnovel/sovereign-to-immortality/chapter-673,https://www.novelupdates.com/series/sovereign-to-immortality/,Action:Fantasy:Harem:Martial Arts:Xianxia,https://cdn.novelupdates.com/images/2018/08/FB802510-B21C-48FA-A2A8-E79E578D0DDA.png,Sleeping Autumn ,(3.2 / 5.0 25 votes),Male Protagonist,Chinese,"The  Immortal Path led to Longevity and Sovereign was heading in ease. When the  Longevity was no longer in ease all living beings were just prisoners. Conspiracy internal strife and the invasion of the others all of it emerged together. 
In such a world there was such a young man. He made his way upstream stepping on blood defying the emperor destroying the various kings and slaughtering his way through the hundred clans to form an Immortal Path towards the throne of Sovereign! The Immortal Path was endless while the Sovereign was limited. He used his blood to forge his immortal legend.
",sovereign-to-immortality, 151 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_18114.jpg
https://vipnovel.com/vipnovel/repugnant-gateway/,Repugnant Gateway,Chapter 995,https://vipnovel.com/vipnovel/repugnant-gateway/chapter-995,https://www.novelupdates.com/series/repugnant-gateway/,Martial Arts:Xianxia,https://cdn.novelupdates.com/images/2017/04/dainghicchimon.jpg,Zhi Bai,(3.1 / 5.0 38 votes),"Adapted to Manhua,Calm Protagonist,Male Protagonist,Revenge,Transmigration",Chinese,"One day in the faraway Blue Boorish Mountain inexplicably appeared groups of scoundrels who came to reside there. It was said that those scoundrels came from the You Kingdom Yen Kingdom and many others due to their failures in battle. And due to its dangerous terrain no one had dared to conquer the Blue Boorish Mountain. As a result this place obviously became a paradise to the scoundrel and thieves. They resided there and ruled the place. They had also built up the Illusory Perennial Domicile which meant a place that was their lifetime home. There was a group of scoundrels who had appointed themselves the Great Nine Bandits and they were seen as the best baddies in the area. They built up a school in which the children of the Illusory Perennial Domicile would come and study only survival skills. In such a small place appeared an orphan student named An Zheng who also came to study there. He was really a useless orphan in the people’s eyes due to his cowardice. They even said that he was a chicken who did not dare to do anything for himself even in fighting for himself and no one cared about such a coward except a ten-year-old child Du ShouShou his only friend. As a result he was the center for such baddies to cause trouble. However no one knew that orphan An Zheng would change his life forever as he went to a dead end.
How powerful was that orphan? How much effort did An Zheng have to make in order to satisfy his passions of the devilish elimination? How would the life of his friend Du ShouShou change after his after death spawn? And might the Great Nine Bandits be the invincible ones? Was he good or evil? Was his power strong or weak? Was his world in perfect order or chaos? They were all questions that the little child An Zheng needed to discover during his journey.
“Bring happiness to loyal people but chide the evil. However if the treatment goes wrong law will become a tool for the evil to force the good preventing executors. Find a repugnant gateway to pass. Great things win cruel tricks. We learn from the idea of God but we reject the power of Him.”
",repugnant-gateway, 142 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_11036.jpg
https://vipnovel.com/vipnovel/give-me-your-hands-and-marry-me/,Give Me Your Hands and Marry Me,Chapter 359,https://vipnovel.com/vipnovel/give-me-your-hands-and-marry-me/chapter-359,https://www.novelupdates.com/series/give-me-your-hands-and-marry-me/,Drama:Josei:Romance:Slice of Life,https://cdn.novelupdates.com/images/2019/01/束手成婚.jpg,Yao Yao Zhi Xin,(2.9 / 5.0 35 votes),"Abusive Characters,R*pe",Chinese,"A Miao’s first impression on the male protagonist: a psycho and pervert who always attempts to make physical contact with her through unrighteous means.
Shen Xinglan’s first impression on the female protagonist: dunno.
A Miao a street burgler ran into Shen Xinglan a billionaire in S City. Who would’ve thought that they would start a beautiful romantic love story with ups and downs?
Shen Xinglan came back from a kill-training base on a distant island and started a successful career as a businessman. Along with numerous incredible helpers can he manage to resist the plots and schemes against his enemies in his family? Does he have more secrets? What’s the untold stories of A Miao’s mysterious background?
Join their journey!
",give-me-your-hands-and-marry-me, 69 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_20391.jpg
https://vipnovel.com/vipnovel/stellar-transformation/,Stellar Transformation,Chapter 680-End,https://vipnovel.com/vipnovel/stellar-transformation/chapter-680-end,https://www.novelupdates.com/series/stellar-transformation/,Action:Adventure:Fantasy:Martial Arts:Romance:Xianxia,https://cdn.novelupdates.com/images/2015/06/38_stellar.jpg,I Eat Tomatoes,(4.2 / 5.0 1168 votes),"Adapted to Anime,Artifact Crafting,Assassins,Beast Companions,Dao Comprehension,Fast Cultivation,Heavenly Tribulation,Inheritance,Magic Formations,Male Protagonist,Multiple Realms,Pregnancy,Romantic Subplot,Slow Romance,Time Manipulation,Unique Cultivation Technique,World Travel",Chinese,"In a galaxy far away there is a kid without innate ability to practice internal techniques. So in order to gain the respect of his father he resolutely chooses to follow the more difficult and painful path of practicing external techniques. As the years go by he grows up but what really changes his life is a mysterious meteoric crystal stone – the Meteoric Tear. This stone fuses with the young man’s body unnoticed and he seems to undergo drastic transformations as a result. After that everything is changed. Eventually his father knows that the son for whom he hasn’t really shown a lot of consideration possesses astonishing abilities. And there’s a lot more to come.
",stellar-transformation, 586 Chapters,Completed,https://cdn.novelupdates.com/imgmid/series_38.jpg
https://vipnovel.com/vipnovel/the-widow-misses-her-villainous-late-husband/,The Widow “Misses” Her Villainous Late Husband,Chapter 138,https://vipnovel.com/vipnovel/the-widow-misses-her-villainous-late-husband/chapter-138,https://www.novelupdates.com/series/the-widow-misses-her-villainous-late-husband/,Comedy:Josei:Romance:Shoujo:Slice of Life:Supernatural,https://cdn.novelupdates.com/images/2019/09/Widow.jpg,公子闻筝,(3.9 / 5.0 132 votes),"Acting,Black Belly,Love Interest Falls in Love First,Modern Day,R*pe,Wealthy Characters",Chinese,"After the death of Fu Sinian Yu Duo’s heart shattered into pieces. As his widow she was the recipient of Fu Sinian’s massive amount of inheritance. She spent her days drowning herself with alcohol and was depressed all the time. She mourned her late husband with the companionship of her designer purses designer jewelries and money that could last her several lifetimes.
But only Fu Sinian knew the truth — that after his death this woman hosted parties lived in their mansion drove expensive sport cars traveled the world and flirted with men. She was having the time of her life.
Fu Sinian wasn’t so angry that his soul dissipated; quite the contrary he was so angry that he had come back to life!
Fu Sinian who had come back to life looked at the mourning Yu Duo and smiled devilishly. 
“We are on! Watch me make you fall in love with me for real this time!”
",the-widow-misses-her-villainous-late-husband, 139 Chapters,Completed,https://cdn.novelupdates.com/imgmid/series_24968.jpg
https://vipnovel.com/vipnovel/reborn-spoiled-ming-wangfei/,Reborn Spoiled Ming Wangfei,Chapter 225,https://vipnovel.com/vipnovel/reborn-spoiled-ming-wangfei/chapter-225,https://www.novelupdates.com/series/reborn-spoiled-ming-wangfei/,Drama:Fantasy:Josei:Martial Arts:Mature:Romance:Wuxia,https://cdn.novelupdates.com/images/2018/11/t0136de14f910bf3d3f.jpg,Chen Zhen Zhen,(4.1 / 5.0 99 votes),"Ancient China,Betrayal,Clingy Lover,Cunning Protagonist,Doctors,Female Protagonist,Handsome Male Lead,Loyal Subordinates,Multiple POV,Past Trauma,Poisons,Possessive Characters,Previous Life Talent,Revenge,Strong Love Interests,Transmigration",Chinese,"Once because of a pair of purple eyes he was scorned. He is a wangye known across the land cold and bloodthirsty looking disdainfully upon the world.
Once because of a mother’s death she received a father’s resentment. She is a publicly known junzhu whose looks have been destroyed pitiful and weak.
In reality he has a pair of this world’s most beautiful eyes the most formidable background the most imposing strength.
In reality she has a peerless face the most unshakable background and the most ingenious medical skills.
She Lan You Nian aloof and cold-hearted underneath the appearance of a celestial maiden is a battered wounded heart.
When the cruel and ruthless him met the indifferent her who adores who most deeply? Who once again puts a smiles on for whom?
",reborn-spoiled-ming-wangfei, 258 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_19355.jpg
https://vipnovel.com/vipnovel/murder-the-dream-guy/,Muchuan and Xiang Wan,Chapter 682,https://vipnovel.com/vipnovel/murder-the-dream-guy/chapter-682,https://www.novelupdates.com/series/muchuan-and-xiang-wan/,Action:Josei:Mystery:Psychological:Romance:Shoujo,https://cdn.novelupdates.com/images/2019/01/murderdreamguy1.jpg,Si Jin,(4.3 / 5.0 41 votes),"Beautiful Female Lead,Crime,Female Protagonist,Modern Day,Sharp-tongued Characters,Tsundere",Chinese,"Deemed hopeless by her family and that she was better off married when her fourth novel continued to be a flop aspiring author Xiang Wan begins to doubt herself. While feeling conflicted about continuing her dream as an author things take an unexpected turn when a dazzling guy appears before her and takes her to the police station.
“What? I’m the primary suspect in a murder case?”
A murder has taken place and the details are eerily similar to the details of her latest novel. The dazzling guy turns out to be a talented detective with a hidden identity who is assigned to investigate the case. From then on her life turns topsy-turvy.
In the beginning she seeks the detective’s protection by requesting to stay overnight at his place.
“Detective Bai is it not the duty of the police to protect the witness when her life is in extreme danger?”
She ends up staying at his house overnight because of various reasons such as—
Scenario 1:
Xiang Wan: “Detective Bai you have no right to detain me…”
Detective Bai: “I remember you’re the one who requested to stay at my house?”
Scenario 2:
Xiang Wan: “There’s no need for that. Detective Bai I can return…”
Detective Bai: “You’ve not cleared of suspicion yet. If something happens at least you’ll have an alibi.”
Scenario 3:
Xiang Wan: “Why did you bring me to your house again?”
Detective Bai: “You haven’t released a new chapter today!” he said enunciating each syllable “I want to read your latest chapter before telling you of our latest investigations.”
“…”
",muchuan-and-xiang-wan, 84 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_20341.jpg
https://vipnovel.com/vipnovel/phoenix-ascending/,Phoenix Ascending,Chapter 379-End,https://vipnovel.com/vipnovel/phoenix-ascending/chapter-379-end,https://www.novelupdates.com/series/phoenix-ascending/,Action:Gender Bender:Josei:Romance,https://cdn.novelupdates.com/images/2020/05/Phoenix-Ascending.jpg,Billowing Snow,(4.1 / 5.0 94 votes),"Ancient China,Betrayal,Death of Loved Ones,Enemies Become Allies,Female Protagonist,Late Romance,Phoenixes,Politics,Proactive Protagonist,Schemes And Conspiracies",Chinese,"The heavens and earth change when the blood phoenix descends.
She is the chosen one of the blood phoenix and she shoulders the blood debt of the entire royal clan. She renounces her fair facade with resolution and enthralls the world whilst clad in white bestirring nations and dynasties with the flip of a hand.
He is an invincible war god and never shows mercy in his slaughter. His frozen heart is disturbed by her alone and his tenderness reserved only for her.
Do we work together with one heart or walk the separate paths of strangers? Do we clash against each other with weapons instead…
In this vast world I compose music only with you to astound eras to come.
",phoenix-ascending, 377 Chapters,Completed,https://cdn.novelupdates.com/imgmid/series_15002.jpg
https://vipnovel.com/vipnovel/the-villain-has-something-to-say/,The Villain Has Something to Say,Chapter 135,https://vipnovel.com/vipnovel/the-villain-has-something-to-say/chapter-135,https://www.novelupdates.com/series/the-villain-has-something-to-say/,Drama:Mature:Romance:Xianxia:Yaoi,https://cdn.novelupdates.com/images/2019/01/4877s.jpg,Mo Chen Huan,(4.5 / 5.0 206 votes),"Androgynous Characters,Calm Protagonist,Cold Love Interests,Demons,Devoted Love Interests,Famous Protagonist,Hard-Working Protagonist,Manly Gay Couple,Misunderstandings,Older Love Interests,Popular Love Interests,Power Couple,Reincarnation,Strong Love Interests,Sword Wielder,Transmigration,Unconditional Love",Chinese,"As the head disciple of the number one sect in the world Luo Jianqing had a brilliant reputation. He was the most respected senior brother of his junior brothers and sisters: the last disciple of the cultivation world’s number one cultivator Luo Jianqing greatly respected his master’s teachings not crossing his limits by even half a step.
Afterwards…… he was stabbed to death just like that by the main character with his sword. His master’s sword.
Luo Jianqing: “……”
The heavens wants me dead yet I refuse to die! See if the will of the heavens is more fearsome or if the will of my sword is more stubborn!
Wu Yin: “Jianqing I have something to say to you.”
Luo Jianqing: “Master I also have something to say to you.”
Wu Yin: “… you speak first?”
Luo Jianqing: “You speak first.”
Wu Yin: “I like you.”  Luo Jianqing: “I want to top you.”
Wu Yin: “……”
",the-villain-has-something-to-say, 200 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_20307.jpg
https://vipnovel.com/vipnovel/epoch-of-twilight/,Epoch of Twilight,Chapter 593(End),https://vipnovel.com/vipnovel/epoch-of-twilight/chapter-593end,https://www.novelupdates.com/series/epoch-of-twilight/,Action:Adventure:Fantasy:Harem:Martial Arts:Mature:Mystery:Romance:Sci-fi:Supernatural:Tragedy,https://cdn.novelupdates.com/images/2017/05/Epoch-of-Twilight.jpg,Don't Play People for A Fool,(3.2 / 5.0 456 votes),"Aliens,Artifact Crafting,Beasts,Betrayal,Cautious Protagonist,Charismatic Protagonist,Dark,Early Romance,Firearms,Genetic Modifications,Gore,Level System,Male Protagonist,Military,Monster Tamer,Mutated Creatures,Overpowered Protagonist,Post-apocalyptic,Pregnancy,Ruthless Protagonist,Special Abilities,Sword Wielder,Weak to Strong",Chinese,"Have you ever thought that the state of the world as it presently is could revert to the laws of the ancients? When a series of strange incidents beginning with the disappearance of his friend led Luo Yuan to question the possibility of an apocalypse he becomes embroiled in the midst of a global-scale chaos.
Evolution has turned the flora and fauna of the vast and bountiful Earth into something that had never been seen before. Coincidentally the all-dominating Homo sapiens have ended up at the bottom of the food chain. From mystery to crisis will Luo Yuan discover a means of saving humanity by racing to the top of the food chain? Or will he strive in accordance with the law of the jungle? It is the dawn of an age of the survival of the fittest.
",epoch-of-twilight, 118 Chapters,Completed,https://cdn.novelupdates.com/imgmid/series_11581.jpg
